colour_code,colour_name,product_line,set_size_ct,included
192,India red,Pitt Pastel pencils,60,1
193,burnt carmine,Pitt Pastel pencils,60,1
194,red violet,Polychromos colour pencils,60,1
194,red violet,Polychromos colour pencils,72,1
194,red violet,Albrecht Durer watercolour pencils,60,1
194,red violet,Albrecht Durer watercolour pencils,72,1
194,red violet,Pitt Pastel pencils,36,1
194,red violet,Pitt Pastel pencils,60,1
199,black,Polychromos colour pencils,12,1
199,black,Polychromos colour pencils,24,1
199,black,Polychromos colour pencils,36,1
199,black,Polychromos colour pencils,60,1
199,black,Polychromos colour pencils,72,1
199,black,Polychromos Pastels,12,1
199,black,Polychromos Pastels,24,1
199,black,Polychromos Pastels,36,1
199,black,Polychromos Pastels,60,1
199,black,Albrecht Durer watercolour pencils,12,1
199,black,Albrecht Durer watercolour pencils,24,1
199,black,Albrecht Durer watercolour pencils,36,1
199,black,Albrecht Durer watercolour pencils,60,1
199,black,Albrecht Durer watercolour pencils,72,1
199,black,Albrecht Durer Magnus,12,1
199,black,Albrecht Durer Magnus,24,1
199,black,Albrecht Durer Magnus,30,1
199,black,Pitt Pastel pencils,12,1
199,black,Pitt Pastel pencils,24,1
199,black,Pitt Pastel pencils,36,1
199,black,Pitt Pastel pencils,60,1
205,cadmium yellow lemon,Polychromos colour pencils,60,1
205,cadmium yellow lemon,Polychromos colour pencils,72,1
205,cadmium yellow lemon,Albrecht Durer watercolour pencils,60,1
205,cadmium yellow lemon,Albrecht Durer watercolour pencils,72,1
217,middle cadmium red,Polychromos colour pencils,36,1
217,middle cadmium red,Polychromos colour pencils,60,1
217,middle cadmium red,Polychromos colour pencils,72,1
217,middle cadmium red,Albrecht Durer watercolour pencils,36,1
217,middle cadmium red,Albrecht Durer watercolour pencils,60,1
217,middle cadmium red,Albrecht Durer watercolour pencils,72,1
219,deep scarlet red,Polychromos colour pencils,12,1
219,deep scarlet red,Polychromos colour pencils,24,1
219,deep scarlet red,Polychromos colour pencils,36,1
219,deep scarlet red,Polychromos colour pencils,60,1
219,deep scarlet red,Polychromos colour pencils,72,1
219,deep scarlet red,Polychromos Pastels,12,1
219,deep scarlet red,Polychromos Pastels,24,1
219,deep scarlet red,Polychromos Pastels,36,1
219,deep scarlet red,Polychromos Pastels,60,1
219,deep scarlet red,Albrecht Durer watercolour pencils,12,1
219,deep scarlet red,Albrecht Durer watercolour pencils,24,1
219,deep scarlet red,Albrecht Durer watercolour pencils,36,1
219,deep scarlet red,Albrecht Durer watercolour pencils,60,1
219,deep scarlet red,Albrecht Durer watercolour pencils,72,1
219,deep scarlet red,Albrecht Durer Magnus,12,1
219,deep scarlet red,Albrecht Durer Magnus,24,1
219,deep scarlet red,Albrecht Durer Magnus,30,1
225,dark red,Polychromos colour pencils,24,1
225,dark red,Polychromos colour pencils,36,1
225,dark red,Polychromos colour pencils,60,1
225,dark red,Polychromos colour pencils,72,1
225,dark red,Polychromos Pastels,36,1
225,dark red,Polychromos Pastels,60,1
225,dark red,Albrecht Durer watercolour pencils,24,1
225,dark red,Albrecht Durer watercolour pencils,36,1
225,dark red,Albrecht Durer watercolour pencils,60,1
225,dark red,Albrecht Durer watercolour pencils,72,1
225,dark red,Albrecht Durer Magnus,24,1
225,dark red,Albrecht Durer Magnus,30,1
225,dark red,Pitt Pastel pencils,60,1
226,alizarin crimson,Polychromos Pastels,24,1
226,alizarin crimson,Polychromos Pastels,36,1
226,alizarin crimson,Polychromos Pastels,60,1
226,alizarin crimson,Pitt Pastel pencils,24,1
226,alizarin crimson,Pitt Pastel pencils,36,1
226,alizarin crimson,Pitt Pastel pencils,60,1
230,cold grey I,Pitt Pastel pencils,60,1
231,cold grey II,Polychromos colour pencils,60,1
231,cold grey II,Polychromos colour pencils,72,1
231,cold grey II,Albrecht Durer watercolour pencils,60,1
231,cold grey II,Albrecht Durer watercolour pencils,72,1
233,cold grey IV,Polychromos colour pencils,60,1
233,cold grey IV,Polychromos colour pencils,72,1
233,cold grey IV,Polychromos Pastels,24,1
233,cold grey IV,Polychromos Pastels,36,1
233,cold grey IV,Polychromos Pastels,60,1
233,cold grey IV,Albrecht Durer watercolour pencils,60,1
233,cold grey IV,Albrecht Durer watercolour pencils,72,1
233,cold grey IV,Pitt Pastel pencils,24,1
233,cold grey IV,Pitt Pastel pencils,36,1
233,cold grey IV,Pitt Pastel pencils,60,1
234,cold grey V,Polychromos Pastels,60,1
246,Prussian blue,Polychromos colour pencils,60,1
246,Prussian blue,Polychromos colour pencils,72,1
246,Prussian blue,Polychromos Pastels,60,1
246,Prussian blue,Albrecht Durer watercolour pencils,60,1
246,Prussian blue,Albrecht Durer watercolour pencils,72,1
247,indanthrene blue,Polychromos colour pencils,60,1
247,indanthrene blue,Polychromos colour pencils,72,1
247,indanthrene blue,Polychromos Pastels,24,1
247,indanthrene blue,Polychromos Pastels,36,1
247,indanthrene blue,Polychromos Pastels,60,1
247,indanthrene blue,Albrecht Durer watercolour pencils,60,1
247,indanthrene blue,Albrecht Durer watercolour pencils,72,1
249,mauve,Polychromos colour pencils,36,1
249,mauve,Polychromos colour pencils,60,1
249,mauve,Polychromos colour pencils,72,1
249,mauve,Albrecht Durer watercolour pencils,36,1
249,mauve,Albrecht Durer watercolour pencils,60,1
249,mauve,Albrecht Durer watercolour pencils,72,1
249,mauve,Albrecht Durer Magnus,30,1
250,gold,Polychromos Pastels,36,1
250,gold,Polychromos Pastels,60,1
251,silver,Polychromos Pastels,36,1
251,silver,Polychromos Pastels,60,1
252,copper,Polychromos Pastels,60,1
263,caput mortuum violet,Polychromos Pastels,36,1
263,caput mortuum violet,Polychromos Pastels,60,1
264,dark phthalo green,Polychromos colour pencils,24,1
264,dark phthalo green,Polychromos colour pencils,36,1
264,dark phthalo green,Polychromos colour pencils,60,1
264,dark phthalo green,Polychromos colour pencils,72,1
264,dark phthalo green,Polychromos Pastels,12,1
264,dark phthalo green,Polychromos Pastels,24,1
264,dark phthalo green,Polychromos Pastels,36,1
264,dark phthalo green,Polychromos Pastels,60,1
264,dark phthalo green,Albrecht Durer watercolour pencils,24,1
264,dark phthalo green,Albrecht Durer watercolour pencils,36,1
264,dark phthalo green,Albrecht Durer watercolour pencils,60,1
264,dark phthalo green,Albrecht Durer watercolour pencils,72,1
264,dark phthalo green,Albrecht Durer Magnus,24,1
264,dark phthalo green,Albrecht Durer Magnus,30,1
266,permanent green,Polychromos Pastels,12,1
266,permanent green,Polychromos Pastels,24,1
266,permanent green,Polychromos Pastels,36,1
266,permanent green,Polychromos Pastels,60,1
267,pine green,Polychromos colour pencils,60,1
267,pine green,Polychromos colour pencils,72,1
267,pine green,Albrecht Durer watercolour pencils,60,1
267,pine green,Albrecht Durer watercolour pencils,72,1
267,pine green,Pitt Pastel pencils,60,1
268,green gold,Polychromos colour pencils,72,1
268,green gold,Albrecht Durer watercolour pencils,72,1
270,warm grey I,Pitt Pastel pencils,60,1
271,warm grey II,Polychromos colour pencils,24,1
271,warm grey II,Polychromos colour pencils,36,1
271,warm grey II,Polychromos colour pencils,60,1
271,warm grey II,Polychromos colour pencils,72,1
271,warm grey II,Albrecht Durer watercolour pencils,24,1
271,warm grey II,Albrecht Durer watercolour pencils,36,1
271,warm grey II,Albrecht Durer watercolour pencils,60,1
271,warm grey II,Albrecht Durer watercolour pencils,72,1
271,warm grey II,Albrecht Durer Magnus,24,1
271,warm grey II,Albrecht Durer Magnus,30,1
272,warm grey III,Polychromos Pastels,24,1
272,warm grey III,Polychromos Pastels,36,1
272,warm grey III,Polychromos Pastels,60,1
273,warm grey IV,Pitt Pastel pencils,24,1
273,warm grey IV,Pitt Pastel pencils,36,1
273,warm grey IV,Pitt Pastel pencils,60,1
274,warm grey V,Polychromos colour pencils,24,1
274,warm grey V,Polychromos colour pencils,36,1
274,warm grey V,Polychromos colour pencils,60,1
274,warm grey V,Polychromos colour pencils,72,1
274,warm grey V,Albrecht Durer watercolour pencils,24,1
274,warm grey V,Albrecht Durer watercolour pencils,36,1
274,warm grey V,Albrecht Durer watercolour pencils,60,1
274,warm grey V,Albrecht Durer watercolour pencils,72,1
274,warm grey V,Albrecht Durer Magnus,24,1
274,warm grey V,Albrecht Durer Magnus,30,1
280,burnt umber,Polychromos Pastels,60,1
280,burnt umber,Pitt Pastel pencils,60,1
283,burnt siena,Polychromos colour pencils,60,1
283,burnt siena,Polychromos colour pencils,72,1
283,burnt siena,Polychromos Pastels,12,1
283,burnt siena,Polychromos Pastels,24,1
283,burnt siena,Polychromos Pastels,36,1
283,burnt siena,Polychromos Pastels,60,1
283,burnt siena,Albrecht Durer watercolour pencils,60,1
283,burnt siena,Albrecht Durer watercolour pencils,72,1
283,burnt siena,Pitt Pastel pencils,12,1
283,burnt siena,Pitt Pastel pencils,24,1
283,burnt siena,Pitt Pastel pencils,36,1
283,burnt siena,Pitt Pastel pencils,60,1
